name,url,category,author,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories
Chef John's Italian Meatballs,https://www.allrecipes.com/recipe/220854/chef-johns-italian-meatballs/,world-cuisine,Chef John,"Homemade meatballs are a very easy to make, and since we skip the very messy step of pan-frying these before they hit the sauce, it becomes downright simple. Here I use a standard half-beef/half-pork mixture. You can substitute water or beef broth for the milk, if preferred.",4.82,2155,1493,"? cup plain bread crumbs ; ? cup milk ; 2 tablespoons olive oil ; 1  onion, diced ; 1 pound ground beef ; 1 pound ground pork ; 2  eggs ; ? bunch fresh parsley, chopped ; 3 cloves garlic, crushed ; 2 teaspoons salt ; 1 teaspoon ground black pepper ; ? teaspoon red pepper flakes ; 1 teaspoon dried Italian herb seasoning ; 2 tablespoons grated Parmesan cheese","Cover a baking sheet with foil and spray lightly with cooking spray. Soak bread crumbs in milk in a small bowl for 20 minutes. Heat olive oil in a skillet over medium heat. Cook and stir onions in hot oil until translucent, about 20 minutes. Mix beef and pork together in a large bowl. Stir onions, bread crumb mixture, eggs, parsley, garlic, salt, black pepper, red pepper flakes, Italian herb seasoning, and Parmesan cheese into meat mixture with a rubber spatula until combined. Cover and refrigerate for about one hour. Preheat an oven to 425 degrees F (220 degrees C). Using wet hands, form meat mixture into balls about 1 1/2 inches in diameter. Arrange onto prepared baking sheet. Bake in the preheated oven until browned and cooked through, 15 to 20 minutes.",20 mins,35 mins,2 hrs 15 mins,30,30 meatballs,81.9
Pan-Fried Asparagus,https://www.allrecipes.com/recipe/18318/pan-fried-asparagus/,side-dish,Kim,This garlic asparagus dish is a Northern Italian side dish.  My family loves it!  Even the kids!,4.61,1747,1181,"? cup butter ; 2 tablespoons olive oil ; 1 teaspoon coarse salt ; ? teaspoon ground black pepper ; 3 cloves garlic, minced ; 1 pound fresh asparagus spears, trimmed","Melt butter in a skillet over medium-high heat. Stir in the olive oil, salt, and pepper. Cook garlic in butter for a minute, but do not brown. Add asparagus, and cook for 10 minutes, turning asparagus to ensure even cooking.",5 mins,15 mins,25 mins,4,4 servings,187.8
Roasted Potatoes and Onions - Easy and Delicious,https://www.allrecipes.com/recipe/241713/roasted-potatoes-and-onions-easy-and-delicious/,side-dish,curryfamily2012,"If you are sick and tired of mash potatoes, fries, chips and all the other ways potatoes are prepared but don't have the time for a complicated roasted vegetables dish than this is an easy and flavorful way to get 'er done.",4.29,35,24,"2 pounds potatoes, sliced into 1/2-inch-thick pieces ; 1  onion, halved and each half cut into quarters ; ? cup canola oil ; ? cup olive oil ; 4 cloves garlic ; 1 envelope onion soup mix ; 1 tablespoon chopped fresh rosemary, or more to taste ; 1 tablespoon freshly ground black pepper","Preheat oven to 450 degrees F (230 degrees C). Combine potatoes and onion in a roasting pan; cover with canola oil and olive oil. Add garlic, onion soup mix, rosemary, and black pepper and stir until potatoes and onion are evenly coated. Cover roasting pan with aluminum foil. Roast in the preheated oven for 25 minutes. Remove foil and continue to roast until potatoes and onion are browned and edges are crispy, 15 to 30 minutes.",15 mins,40 mins,55 mins,6,6 servings,474.3
Old Fashioned Onion Rings,https://www.allrecipes.com/recipe/82659/old-fashioned-onion-rings/,side-dish,JeanieMomof3,This is an actual recipe from a former employee of a popular drive-in restaurant. Crispy coated onion rings like the pro's make!,4.79,1768,1298,"1 large onion, cut into 1/4-inch slices ; 1 ? cups all-purpose flour ; 1 teaspoon baking powder ; 1 teaspoon salt ; 1  egg ; 1 cup milk, or as needed ; ? cup dry bread crumbs ;   seasoned salt to taste ; 1 quart oil for frying, or as needed","Heat the oil in a deep-fryer to 365 degrees F (185 degrees C). Separate the onion slices into rings, and set aside. In a small bowl, stir together the flour, baking powder and salt. Dip the onion slices into the flour mixture until they are all coated; set aside. Whisk the egg and milk into the flour mixture using a fork. Dip the floured rings into the batter to coat, then place on a wire rack to drain until the batter stops dripping. The wire rack may be placed over a sheet of aluminum foil for easier clean up. Spread the bread crumbs out on a plate or shallow dish. Place rings one at a time into the crumbs, and scoop the crumbs up over the ring to coat. Give it a hard tap as you remove it from the crumbs. The coating should cling very well. Repeat with remaining rings. Deep fry the rings a few at a time for 2 to 3 minutes, or until golden brown. Remove to paper towels to drain. Season with seasoning salt, and serve.",15 mins,3 mins,18 mins,3,3 serving,641.2
Easy Pancakes,https://www.allrecipes.com/recipe/45396/easy-pancakes/,breakfast-and-brunch,Sharon Holt,"This recipe doesn't require much thought early in the morning, and tastes great!",4.13,1681,1310,"1 cup all-purpose flour ; 2 tablespoons white sugar ; 2 teaspoons baking powder ; 1 teaspoon salt ; 1  egg, beaten ; 1 cup milk ; 2 tablespoons vegetable oil","In a large bowl, mix flour, sugar, baking powder and salt. Make a well in the center, and pour in milk, egg and oil. Mix until smooth. Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake. Brown on both sides and serve hot.",5 mins,10 mins,15 mins,4,4 servings,247.4
Pasta Salad,https://www.allrecipes.com/recipe/14385/pasta-salad/,salad,Cyndie,A dear friend gave me this recipe many years ago and I've been making it ever since. It's great for barbecues.,4.62,287,188,"1 pound tri-colored spiral pasta ; 6 tablespoons salad seasoning mix ; 1 (16 ounce) bottle Italian-style salad dressing ; 2 cups cherry tomatoes, diced ; 1  green bell pepper, chopped ; 1  red bell pepper, diced ; ?  yellow bell pepper, chopped ; 1 (2.25 ounce) can black olives, chopped","In a large pot of salted boiling water, cook pasta until al dente, rinse under cold water and drain. Whisk together the salad spice mix and Italian dressing. In a salad bowl, combine the pasta, cherry tomatoes, bell peppers and olives. Pour dressing over salad; toss and refrigerate overnight.",20 mins,15 mins,13 hrs 55 mins,6,6 servings,400.1
Super-Delicious Zuppa Toscana,https://www.allrecipes.com/recipe/143069/super-delicious-zuppa-toscana/,soups-stews-and-chili,souporsweets,This is an oh-so-good recipe. Just the right amount of spice to make you take a cold drink but definitely keep coming back for more! This soup is irresistible!,4.82,3317,2268,"1 pound bulk mild Italian sausage ; 1 ? teaspoons crushed red pepper flakes ; 4 slices bacon, cut into 1/2 inch pieces ; 1 large onion, diced ; 1 tablespoon minced garlic ; 5 (13.75 ounce) cans chicken broth ; 6  potatoes, thinly sliced  ; 1 cup heavy cream ; ? bunch fresh spinach, tough stems removed","Cook the Italian sausage and red pepper flakes in a Dutch oven over medium-high heat until crumbly, browned, and no longer pink, 10 to 15 minutes. Drain and set aside. Cook the bacon in the same Dutch oven over medium heat until crisp, about 10 minutes. Drain, leaving a few tablespoons of drippings with the bacon in the bottom of the Dutch oven. Stir in the onions and garlic; cook until onions are soft and translucent, about 5 minutes. Pour the chicken broth into the Dutch oven with the bacon and onion mixture; bring to a boil over high heat. Add the potatoes, and boil until fork tender, about 20 minutes. Reduce the heat to medium and stir in the heavy cream and the cooked sausage; heat through. Mix the spinach into the soup just before serving.",25 mins,1 hr,1 hr 25 mins,6,6 servings,554
Quick Beef Stir-Fry,https://www.allrecipes.com/recipe/228823/quick-beef-stir-fry/,world-cuisine,inesgosner,Quick and easy. I make this on my busiest weeknights.,4.41,378,235,"2 tablespoons vegetable oil ; 1 pound beef sirloin, cut into 2-inch strips ; 1 ? cups fresh broccoli florets ; 1  red bell pepper, cut into matchsticks ; 2  carrots, thinly sliced ; 1  green onion, chopped ; 1 teaspoon minced garlic ; 2 tablespoons soy sauce ; 2 tablespoons sesame seeds, toasted","Heat vegetable oil in a large wok or skillet over medium-high heat; cook and stir beef until browned, 3 to 4 minutes. Move beef to the side of the wok and add broccoli, bell pepper, carrots, green onion, and garlic to the center of the wok. Cook and stir vegetables for 2 minutes. Stir beef into vegetables and season with soy sauce and sesame seeds. Continue to cook and stir until vegetables are tender, about 2 more minutes.",15 mins,10 mins,25 mins,4,4 servings,267.5
Three Ingredient Peanut Butter Cookies,https://www.allrecipes.com/recipe/11352/three-ingredient-peanut-butter-cookies/,desserts,Francie,"This recipe has just 3 ingredients. It's fast, easy and the cookies are wonderful! It's great for kids that are just learning to bake.",4.38,1591,1289,1 cup peanut butter , 1 cup white sugar , 1  egg,"Preheat oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper. Combine the peanut butter, white sugar and egg. Mix until smooth. Drop spoonfuls of dough onto the prepared baking sheet. Bake at 350 degrees F (175 degrees C) for 6 to 8 minutes. Do not overbake! These cookies are best when they are still soft and just barely brown on the bottoms.",,,,6
Banana Chocolate Chip Bread,https://www.allrecipes.com/recipe/230482/banana-chocolate-chip-bread/,bread,iggytakahashi,Super amazing banana bread. Moist and tasty!,4.76,1276,868,"2 cups all-purpose flour ; 1 teaspoon baking powder ; 1 teaspoon baking soda ; 1 teaspoon salt ; 3  ripe bananas, mashed ; 1 tablespoon milk ; 1 teaspoon ground cinnamon, or to taste ; ? cup butter, softened ; 1 cup white sugar ; 2  eggs ; 1 cup semisweet chocolate chips","Preheat oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan, preferably glass. Mix flour, baking powder, baking soda, and salt in a bowl. Stir bananas, milk, and cinnamon in another bowl. Beat butter and sugar in a third bowl until light and fluffy. Add eggs to butter mixture, one at a time, beating well after each addition. Stir banana mixture into butter mixture. Stir in dry mixture until blended. Fold in chocolate chips until just combined. Pour batter into prepared loaf pan. Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 70 minutes. Cool in the pan for 10 minutes before removing to cool completely on a wire rack before slicing.",15 mins,1 hr 10 mins,1 hr 25 mins,10,1 9x5-inch loaf,377.6
Basic Ham and Bean Soup,https://www.allrecipes.com/recipe/17628/basic-ham-and-bean-soup/,soups-stews-and-chili,J. A. McConville,Hearty ham and bean soup. Easy to make and a great way to use a leftover ham bone. This soup also has lots of mixed vegetables.,4.57,1182,859,"1 pound dry great Northern beans ; 8 cups water ; ? teaspoon salt ; 1  ham hock ; 1 cup chopped carrots ; ? stalk celery, chopped ; 1 cup chopped onion ; 1 teaspoon minced garlic ; 1 teaspoon mustard powder ; 2  bay leaves ; 2 cups chopped ham ; ? teaspoon ground white pepper","Rinse the beans, sorting out any broken or discolored ones. In a large pot over high heat, bring the water to a boil. Add the salt and the beans and remove from heat. Let beans sit in the hot water for at least 60 minutes. After the 60 minutes of soaking, return the pot to high heat and place the ham bone, carrots, celery, onion, garlic, mustard and bay leaves in the pot. Stir well, bring to a boil, reduce heat to low and simmer for 60 more minutes. Remove ham bone and discard. Stir in the chopped ham and simmer for 30 more minutes. Season with ground white pepper to taste.",30 mins,2 hrs 30 mins,3 hrs,9,8 to 10 servings,256.9
Awesome Broccoli-Cheese Casserole,https://www.allrecipes.com/recipe/13606/awesome-broccoli-cheese-casserole/,side-dish,Stacy M. Polcyn,"My mom used to make this easy recipe every Thanksgiving when I was little. We kids could never get enough! It was our very favorite Thanksgiving vegetable. If you have children, or have some coming to visit you as guests this Thanksgiving, I guarantee that they will eat (and enjoy) this veggie dish! Even though I rarely cook with canned condensed soups, I still make this yummy broccoli casserole during the holiday season. It's fabulous with a Christmas ham and potatoes au gratin too. Mmmmmmm!",4.4,1173,402,"1 (10.75 ounce) can  condensed cream of mushroom soup ; 1 cup mayonnaise ; 1  egg, beaten ; ? cup onions, chopped ; 3 (10 ounce) packages frozen chopped broccoli ; 8 ounces shredded sharp Cheddar cheese ;   salt and pepper to taste ; 1 dash paprika","Preheat oven to 350 degrees F (175 degrees C). Butter a 9x13 inch baking dish. In a medium mixing bowl, whisk together condensed soup, mayonnaise, egg and onions. Place frozen broccoli into a very large mixing bowl. (I like to use my large stainless steel bowl to mix this recipe thoroughly.) Break up the frozen broccoli. Using a rubber spatula, scrape soup-mayonnaise mixture on top of broccoli, and mix well. Sprinkle on cheese, and mix well. Spread mixture into prepared baking dish, and smooth top of casserole. Season with salt, pepper and paprika. Bake for 45 minutes to 1 hour.",15 mins,1 hr,1 hr 15 mins,8,8 servings,386.7
Bacon-Wrapped Jalapeno Poppers,https://www.allrecipes.com/recipe/233603/bacon-wrapped-jalapeno-poppers/,appetizers-and-snacks,videogator,Better than the typical poppers.,4.68,428,326,"? cup cream cheese ; ? cup shredded sharp Cheddar cheese ; 12  jalapeno peppers, halved lengthwise, seeds and membranes removed ; 12 slices bacon","Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil. Mix cream cheese and Cheddar cheese together in a bowl until evenly blended. Fill each jalapeno half with the cheese mixture. Put halves back together and wrap each stuffed pepper with a slice of bacon. Arrange bacon-wrapped peppers on the prepared baking sheet. Bake in the preheated oven until bacon is crispy, about 15 minutes.",15 mins,15 mins,30 mins,6,12 appetizers,213
Microwave Chocolate Mug Cake,https://www.allrecipes.com/recipe/241038/microwave-chocolate-mug-cake/,desserts,safinabakes1231,This is my own version of the chocolate microwave mug cake. This chocolaty fudgy treat is truly decadent and great for nights when I need a yummy dessert that is ready in less than 10 minutes! Chocolate chips make this recipe even better.,4.48,1642,1192,? cup all-purpose flour , ? cup white sugar , 2 tablespoons unsweetened cocoa powder , ? teaspoon baking soda , ? teaspoon salt , 3 tablespoons milk , 2 tablespoons canola oil , 1 tablespoon water 
Salisbury Steak,https://www.allrecipes.com/recipe/14595/salisbury-steak/,main-dish,Kelly Berenger,"This recipe has been in my family for years. It's easy to cook, but tastes like it took hours to make! I usually make enough extra sauce to pour over mashed potatoes. YUM!",4.42,4710,3473,1 (10.5 ounce) can condensed French onion soup , 1 ? pounds ground beef , ? cup dry bread crumbs , 1  egg , ? teaspoon salt , ? teaspoon ground black pepper , 1 tablespoon all-purpose flour , ? cup ketchup 
Cast Iron Pan-Seared Steak (Oven-Finished),https://www.allrecipes.com/recipe/262181/cast-iron-pan-seared-steak-oven-finished/,meat-and-poultry,Grif,"Quick, 45-minute marinade steak, pan-seared with cast iron, finished in oven directly on cast iron skillet.",4.44,36,15,"2 (6 ounce) beef top sirloin steaks ; 2 cups orange juice ; 1 cup apple cider vinegar ; ? cup Worcestershire sauce ; 2 teaspoons olive oil ; 1 ? tablespoons steak seasoning (such as Fiesta Brand? Uncle Chris'), or to taste ;   freshly ground black pepper to taste ;   sea salt to taste","Place steaks side by side in large casserole dish. Add orange juice, cider vinegar, and Worcestershire sauce. Refrigerate, uncovered, for 45 minutes. Preheat the oven to 425 degrees F (220 degrees C). Remove casserole dish from refrigerator. Cover steaks with plastic wrap and let reach room temperature, at least 15 minutes. Heat olive oil in a cast-iron skillet over high heat. Place steaks on a clean work surface and generously rub with steak seasoning and black pepper. Cook steaks in the hot skillet until lightly browned on the bottom, 2 1/2 minutes. Flip and cook until browned on the other side and red in the center, about 2 minutes more. Place skillet, with steaks, into the oven. Bake in the preheated oven until steaks are firm and reddish-pink to lightly pink in the center, 8 to 10 minutes. An instant-read thermometer inserted into the center should read from 130 degrees F (54 degrees C) to 140 degrees F (60 degrees C). Remove steaks from oven; season with salt. Let sit for 5 minutes before serving.",5 mins,12 mins,1 hr 22 mins,2,2 steaks,456.7
Pico de Gallo,https://www.allrecipes.com/recipe/203800/pico-de-gallo/,appetizers-and-snacks,Rachel Love,Quick and easy pico de gallo that is a great app or addition to dinner. Huge hit in my house!,4.71,581,370,"6  roma (plum) tomatoes, diced ; ?  red onion, minced ; 3 tablespoons chopped fresh cilantro ; ?  jalapeno pepper, seeded and minced ; ?  lime, juiced ; 1 clove garlic, minced ; 1 pinch garlic powder ; 1 pinch ground cumin, or to taste ;   salt and ground black pepper to taste","Stir the tomatoes, onion, cilantro, jalapeno pepper, lime juice, garlic, garlic powder, cumin, salt, and pepper together in a bowl. Refrigerate at least 3 hours before serving.",20 mins,,3 hrs 20 mins,12,3 cups,9.6
Spanish Flan,https://www.allrecipes.com/recipe/20979/spanish-flan/,world-cuisine,ASOTO,"Delicious Spanish flan, everyone will love it!",4.38,1175,894,1 cup white sugar , 3  eggs , 1 (14 ounce) can sweetened condensed milk , 1 (12 fluid ounce) can evaporated milk , 1 tablespoon vanilla extract,"Preheat oven to 350 degrees F (175 degrees C). In a medium saucepan over medium-low heat, melt sugar until liquefied and golden in color.  Carefully pour hot syrup into a 9 inch round glass baking dish, turning the dish to evenly coat the bottom and sides.  Set aside. In a large bowl, beat eggs.  Beat in condensed milk, evaporated milk and vanilla until smooth.  Pour egg mixture into baking dish.  Cover with aluminum foil. Bake in preheated oven 60 minutes.  Let cool completely. To serve, carefully invert on serving plate with edges when completely cool.",20 mins,1 hr
Grilled Asparagus,https://www.allrecipes.com/recipe/17445/grilled-asparagus/,side-dish,Anonymous,"The special thing about this recipe is that it's so simple. Fresh asparagus with a little oil, salt, and pepper is cooked quickly over high heat on the grill. Enjoy the natural flavor of your veggies.",4.7,886,622,"1 pound fresh asparagus spears, trimmed ; 1 tablespoon olive oil ;   salt and pepper to taste","Preheat grill for high heat. Lightly coat the asparagus spears with olive oil. Season with salt and pepper to taste. Grill over high heat for 2 to 3 minutes, or to desired tenderness.",15 mins,3 mins,18 mins,4,4 servings,52.5
Ultimate Twice Baked Potatoes,https://www.allrecipes.com/recipe/24332/ultimate-twice-baked-potatoes/,side-dish,PONYGIRL64,I made these up years ago and have been making them ever since. They are always a big hit. These potatoes make a wonderful side dish for any meal and are terrific heated up the next day for lunch.,4.71,3630,2456,"4 large baking potatoes ; 8 slices bacon ; 1 cup sour cream ; ? cup milk ; 4 tablespoons butter ; ? teaspoon salt ; ? teaspoon pepper ; 1 cup shredded Cheddar cheese, divided ; 8  green onions, sliced, divided","Preheat oven to 350 degrees F (175 degrees C). Bake potatoes in preheated oven for 1 hour. Meanwhile,  place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside. When potatoes are done allow them to cool for 10 minutes.  Slice potatoes in half lengthwise and scoop the flesh into a large bowl; save skins.  To the potato flesh add sour cream, milk, butter, salt, pepper, 1/2 cup cheese and 1/2 the green onions.  Mix with a hand mixer until well blended and creamy.  Spoon the mixture into the potato skins.  Top each with remaining cheese, green onions and bacon. Bake for another 15 minutes.",15 mins,1 hr 15 mins,1 hr 30 mins,8,8 servings,421.8
Juiciest Hamburgers Ever,https://www.allrecipes.com/recipe/49404/juiciest-hamburgers-ever/,main-dish,Jane,"No more dry, lackluster burgers. These are juicy, and spices can be easily added or changed to suit anyone's taste. Baste frequently with your favorite barbeque sauce. If you find the meat mixture too mushy, just add more bread crumbs until it forms patties that hold their shape.",4.4,1262,859,"2 pounds ground beef ; 1  egg, beaten ; ? cup dry bread crumbs ; 3 tablespoons evaporated milk ; 2 tablespoons Worcestershire sauce ; ? teaspoon cayenne pepper ; 2 cloves garlic, minced","Preheat grill for high heat. In a large bowl, mix the ground beef, egg, bread crumbs, evaporated milk, Worcestershire sauce, cayenne pepper, and garlic using your hands. Form the mixture into 8 hamburger patties. Lightly oil the grill grate. Grill patties 5 minutes per side, or until well done.",15 mins,10 mins,35 mins,8,8 servings,288.1
Baked Ham and Cheese Party Sandwiches,https://www.allrecipes.com/recipe/216756/baked-ham-and-cheese-party-sandwiches/,breakfast-and-brunch,LisaT,"These small, delicious sandwiches are perfect for any party. They are so good that even the pickiest of eaters will eat these.",4.81,857,589,? cup melted butter , 1 ? tablespoons Dijon mustard , 1 ? teaspoons Worcestershire sauce , 1 ? tablespoons poppy seeds , 1 tablespoon dried minced onion , 24  mini sandwich rolls , 1 pound thinly sliced cooked deli ham , 1 pound thinly sliced Swiss cheese
Moscow Mule Cocktail,https://www.allrecipes.com/recipe/221310/moscow-mule-cocktail/,drinks,Allrecipes,"This cocktail's origin has nothing to do with Moscow or mules, but after a few sips of this vodka, ginger beer, and lime concoction, no one will care.",4.71,106,72,1 ? fluid ounces vodka , ? fluid ounce lime juice ,   ice cubes , ? cup ginger beer , 1  lime wedge for garnish,Pour vodka and lime juice into a mug, add ice cubes and ginger beer. Stir to combine. Drop a lime wedge into the mug for garnish.,5 mins
Easy Garam Masala,https://www.allrecipes.com/recipe/142967/easy-garam-masala/,world-cuisine,KitchenBarbarian,"This is a quick Garam Masala (Indian spice) mix. Garam Masala is better when made with whole spices that have been roasted and ground, but this is a quick and easy substitute that's pretty good.",4.78,242,156,1 tablespoon ground cumin , 1 ? teaspoons ground coriander , 1 ? teaspoons ground cardamom , 1 ? teaspoons ground black pepper , 1 teaspoon ground cinnamon , ? teaspoon ground cloves , ? teaspoon ground nutmeg,"Mix cumin, coriander, cardamom, pepper, cinnamon, cloves, and nutmeg in a bowl. Place mix in an airtight container, and store in a cool, dry place."
Baked Garlic Parmesan Chicken,https://www.allrecipes.com/recipe/55860/baked-garlic-parmesan-chicken/,main-dish,KAREN,"A wonderful baked chicken recipe that's quick and easy! Using just a few handy ingredients, create a delicious main dish, that also makes great leftovers - if there are any! Serve with a salad and pasta or rice for a quick, scrumptious dinner.",4.4,3261,2169,"2 tablespoons olive oil ; 1 clove garlic, minced ; 1 cup dry bread crumbs ; ? cup grated Parmesan cheese ; 1 teaspoon dried basil leaves ; ? teaspoon ground black pepper ; 6  skinless, boneless chicken breast halves","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish. In a bowl, blend the olive oil and garlic. In a separate bowl, mix the bread crumbs, Parmesan cheese, basil, and pepper. Dip each chicken breast in the oil mixture, then in the bread crumb mixture. Arrange the coated chicken breasts in the prepared baking dish, and top with any remaining bread crumb mixture. Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear.",15 mins,30 mins,45 mins,6,6 servings,281.1
Absolute Best Liver and Onions,https://www.allrecipes.com/recipe/58942/absolute-best-liver-and-onions/,everyday-cooking,JSHULER43,"This recipe will turn liver haters into converts.  Very simple! The three things that will set your liver above all others are: 1) soak in milk, 2)turn liver as little as possible and 3) don't overcook!",4.65,677,509,"2 pounds sliced beef liver ; 1 ? cups milk, or as needed ; ? cup butter, divided ; 2 large Vidalia onions, sliced into rings ; 2 cups all-purpose flour, or as needed ;   salt and pepper to taste","Gently rinse liver slices under cold water, and place in a medium bowl. Pour in enough milk to cover. Let stand while preparing onions. (I like to soak up to an hour or two - whatever you have time for.)  This step is SO important in taking the bitter taste of the liver out. Melt 2 tablespoons of butter in a large skillet over medium heat. Separate onion rings, and saute them in butter until soft. Remove onions, and melt remaining butter in the skillet. Season the flour with salt and pepper, and put it in a shallow dish or on a plate. Drain milk from liver, and coat slices in the flour mixture. When the butter has melted, turn the heat up to medium-high, and place the coated liver slices in the pan. Cook until nice and brown on the bottom. Turn, and cook on the other side until browned. Add onions, and reduce heat to medium. Cook a bit longer to taste.  Our family prefers the liver to just barely retain a pinkness on the inside when you cut to check. Enjoy!",20 mins,25 mins,45 mins,4,4 servings,687
How to Make Vanilla Ice Cream,https://www.allrecipes.com/recipe/233928/how-to-make-vanilla-ice-cream/,desserts,Chef John,"Vanilla is the king of ice cream flavors. This version without eggs ('American' or 'Philadelphia-style') has a brighter, more pronounced vanilla flavor.",4.53,129,90,? cup white sugar , 1 cup heavy whipping cream , 2 ? cups milk , 2 teaspoons vanilla extract,"Stir sugar, cream, and milk into a saucepan over low heat until sugar has dissolved. Heat just until mix is hot and a small ring of foam appears around the edge. Transfer cream mixture to a pourable container such as a large measuring cup. Stir in vanilla extract and chill mix thoroughly, at least 2 hours. (Overnight is best.) Pour cold ice cream mix into an ice cream maker, turn on the machine, and churn according to manufacturer's directions, 20 to 25 minutes. When ice cream is softly frozen, serve immediately or place a piece of plastic wrap directly on the ice cream and place in freezer to ripen, 2 to 3 hours.",30 mins,5 mins,2 hrs 35 mins
Perfect Sushi Rice,https://www.allrecipes.com/recipe/99211/perfect-sushi-rice/,appetizers-and-snacks,LucyDelRey,"Here is my recipe for the perfect sushi rice. You can eat this alone or roll into your favorite sushi roll with ingredients of choice. I use strips of carrots, cucumbers and slices of avocado. You can adjust the amount of vinegar in this recipe to suit your taste.",4.14,523,377,2 cups uncooked glutinous white rice (sushi rice) , 3 cups water , ? cup rice vinegar , 1 tablespoon vegetable oil , ? cup white sugar , 1 teaspoon salt,"Rinse the rice in a strainer or colander until the water runs clear. Combine with water in a medium saucepan. Bring to a boil, then reduce the heat to low, cover and cook for 20 minutes. Rice should be tender and water should be absorbed. Cool until cool enough to handle. In a small saucepan, combine the rice vinegar, oil, sugar and salt. Cook over medium heat until the sugar dissolves. Cool, then stir into the cooked rice. When you pour this in to the rice it will seem very wet. Keep stirring and the rice will dry as it cools.",5 mins
Italian Bread Salad with Strawberries and Tomatoes,https://www.allrecipes.com/recipe/222905/italian-bread-salad-with-strawberries-and-tomatoes/,salad,Debra,"This is my variation of panzanella. Each ingredient having its own intense flavor, when combined, creates an explosive salad. Perfect for a summer day.",4.57,7,4,"1 loaf Italian bread, cut into 1-inch cubes ; 2 tablespoons olive oil ; 1 teaspoon garlic powder ; 1 teaspoon onion powder ; ? teaspoon salt ; ? teaspoon ground black pepper ; 1 pint fresh strawberries, diced ; 3  roma (plum) tomatoes, seeded and diced ; 2 ounces crumbled feta cheese ; 3 tablespoons red onion, diced ; ? cup olive oil ; ? cup red wine vinegar ; 2 tablespoons honey","Preheat the oven to 375 degrees F (190 degrees C). Toss bread cubes with 2 tablespoons olive oil, garlic powder, onion powder, salt, and black pepper on a large baking sheet until evenly coated; spread mixture into a single layer. Bake in preheated oven until toasted, about 10 minutes. Transfer toasted bread to a large bowl and mix with strawberries, tomatoes, feta cheese, and onion. Whisk 1/4 cup olive oil, red wine vinegar, and honey in a small bowl; drizzle over bread and tomato salad. Toss to coat.",15 mins,10 mins,25 mins,8,8 servings,376.2
Slow-Cooker Corned Beef and Cabbage,https://www.allrecipes.com/recipe/84270/slow-cooker-corned-beef-and-cabbage/,main-dish,LUSYRSGIRL,No more dry corned beef!  Cook this in your slow cooker all day and you're guaranteed success!  Serve this with soda bread for a warm and satisfying meal.,4.62,1962,1418,"4 large carrots, peeled and cut into matchstick pieces ; 10  baby red potatoes, quartered ; 1  onion, peeled and cut into bite-sized pieces ; 4 cups water ; 1 (4 pound) corned beef brisket with spice packet ; 6 ounces beer ; ? head cabbage, coarsely chopped","Place the carrots, potatoes, and onion into the bottom of a slow cooker, pour in the water, and place the brisket on top of the vegetables. Pour the beer over the brisket. Sprinkle on the spices from the packet, cover, and set the cooker on High. Cook the brisket for about 8 hours. An hour before serving, stir in the cabbage and cook for 1 more hour.",15 mins,9 hrs,9 hrs 15 mins,8,8 servings,472.5
